
8,31,6,30.42972,29.48707,(4.4, -25.5),-1.545295,0.3586696,-25.03884,5.187079,6.645288,-4.764094,5.1,24,16,28.67149,14.62808,(22.8, 64.3),-39.35469,15.3993,-44.52392,25.85178,28.2411,-12.72559
8,31,6,30.42972,29.48707,(4.4, -25.5),-0.1642158,0.3586696,-25.03884,3.996321,6.645288,-6.066096,10.1,24,16,28.67149,14.62808,(22.8, 66.2),-39.35469,15.3993,-44.52392,24.36111,26.89686,-14.94692
10,31,7,30.42972,27.98092,(4.4, -25.5),-4.386458,3.523499,-25.13823,5.187079,6.645288,-4.764094,5.1,24,16,28.67149,14.62808,(23.9, 69.1),-41.45405,15.3993,-47.35764,25.06198,30.15926,-14.94692
6,32,7,30.31509,28.89794,(4.4, -26.6),1.789242,0.5178585,-25.03884,5.187079,8.065502,-4.764094,5.1,24,16,28.38378,16.92982,(23.9, 69.1),-43.71867,15.3993,-47.35764,25.06198,30.15926,-14.94692
10,31,7,30.31509,28.89794,(4.4, -26.3),0.8266187,0.5178585,-22.6034,8.153124,8.065502,-4.427715,10.1,24,16,28.38378,16.92982,(25.1, 72.0),-45.81802,15.3993,-50.19136,25.76284,33.42166,-14.94692
10,33,7,30.42187,28.89126,(4.4, -26.6),1.214971,0.5178585,-25.03884,5.187079,8.065502,-7.222751,5.1,24,16,28.38378,16.92982,(25.1, 72.0),-45.81802,15.3993,-51.96873,28.56929,33.42166,-14.63005
8,34,6,25.58912,34.45578,(4.4, -25.5),-1.206585,0.3852946,-25.13823,3.526472,9.395893,-7.368098,5,24,16,28.09606,19.23155,(25.1, 72.0),-48.08264,15.3993,-51.96873,28.56929,33.42166,-14.63005
8,34,7,30.42187,28.89126,(4.4, -26.3),0.6886663,0.5444834,-22.50401,8.153124,8.065502,-6.886373,10.1,24,16,28.09606,19.23155,(26.3, 74.8),-50.182,15.3993,-54.80246,29.27016,36.68406,-14.63005
8,33,7,30.42187,28.89126,(4.4, -28.9),0.2523479,0.5178585,-22.6034,8.153124,8.065502,-3.635216,5.1,24,16,28.09606,19.23155,(26.3, 74.8),-50.182,15.3993,-56.57983,32.07661,36.68406,-14.31317
6,33,7,30.52865,28.88459,(4.4, -28.9),-0.3219229,0.5178585,-22.6034,8.153124,8.065502,-6.093873,10,24,18,27.59934,17.08884,(27.4, 77.7),-52.28136,17.70308,-57.63618,29.97103,39.94645,-15.22211
8,34,5,30.42187,28.89126,(2.7, -28.9),-2.126848,0.5444834,-23.66378,6.680246,11.30396,-3.635216,10,24,16,28.09606,19.23155,(26.3, 76.7),-52.09205,17.89421,-56.57983,31.43433,35.33982,-14.77921
8,33,7,30.52865,28.88459,(2.7, -28.7),-1.258897,0.5178585,-21.22834,7.976017,11.19879,-5.757494,5.1,24,16,27.80834,21.53328,(26.3, 76.7),-54.35667,17.89421,-56.57983,31.43433,35.33982,-14.77921
8,33,7,32.40903,29.37934,(2.7, -28.7),0.612385,0.5178585,-21.22834,7.976017,11.19879,-5.757494,15.1,24,16,27.80834,21.53328,(27.4, 79.6),-56.45603,17.89421,-59.41355,32.1352,38.60222,-14.77921
8,34,7,34.05214,31.99494,(4.4, -28.7),-1.243251,0.5444834,-20.06857,13.39917,6.731487,-3.298838,10,24,16,28.09606,19.23155,(27.4, 86.5),-47.31114,11.04439,-59.41355,32.1352,38.60222,-14.77921
8,34,7,31.01345,34.70278,(4.4, -28.7),1.579308,0.5444834,-20.06857,14.12008,6.731487,-3.298838,10.1,24,16,28.09606,19.23155,(27.4, 88.4),-47.31114,11.04439,-59.41355,30.64453,37.25798,-17.00055
10,34,5,30.98988,34.8914,(4.4, -28.7),1.579308,2.29611,-23.32062,12.79725,6.731487,-5.327491,10,24,18,27.59934,17.08884,(28.6, 89.4),-49.4105,13.34816,-62.24727,32.83606,41.86462,-15.37128
8,35,4,34.15892,31.98827,(4.4, -31.4),-1.817522,0.5444834,-20.06857,11.87175,6.731487,-5.757494,10.1,24,18,27.59934,17.08884,(29.8, 92.3),-51.50986,13.34816,-65.08099,33.53693,45.12701,-15.37128
10,35,5,30.98988,34.8914,(2.7, -28.7),-3.641051,2.322735,-24.48039,9.654099,9.864778,-5.327491,5.1,24,18,27.59934,17.08884,(30.9, 95.1),-53.60921,13.34816,-67.91472,34.2378,48.38941,-15.37128
8,35,5,31.09666,34.88472,(2.7, -28.7),-4.215322,2.322735,-24.48039,9.654099,9.864778,-7.786148,10.1,24,18,27.59934,17.08884,(32.1, 98.0),-55.70857,13.34816,-70.74844,34.93866,51.65181,-15.37128
10,35,5,31.20344,34.87805,(2.7, -28.7),-4.789593,2.322735,-24.48039,9.654099,9.864778,-10.2448,15.1,24,18,27.59934,17.08884,(32.1, 99.9),-55.70857,13.34816,-70.74844,33.448,50.30758,-17.59261
8,35,5,29.13725,34.8914,(2.7, -29.0),-4.555189,1.154412,-24.48039,9.306926,9.864778,-4.618398,5.1,25,18,27.39552,18.71945,(30.9, 98.4),-54.97197,12.41816,-67.91472,35.08618,48.38941,-13.61599
8,36,5,29.13725,34.8914,(2.7, -31.6),-2.259972,2.322735,-24.48039,9.306926,9.864778,-3.378336,10.1,25,18,27.39552,18.71945,(32.1, 101.3),-57.07133,12.41816,-70.74844,35.78705,51.65181,-13.61599
8,35,5,32.09459,37.50032,(2.7, -31.3),-3.222008,2.322735,-21.94556,12.27297,9.864778,-3.041958,5.1,25,18,27.39552,18.71945,(33.3, 104.1),-59.17068,12.41816,-73.58217,36.48792,54.91421,-13.61599
12,35,5,27.92979,34.8914,(2.7, -34.1),-5.101135,2.322735,-24.57978,11.58692,8.530762,-0.1271796,10,25,18,27.39552,18.71945,(32.1, 103.2),-58.98138,14.91307,-70.74844,35.14477,50.30758,-14.08203
8,38,5,27.33534,37.15227,(2.7, -31.6),-3.720055,2.322735,-24.57978,8.116167,12.61538,-4.680338,10,25,18,27.39552,18.71945,(33.3, 104.1),-61.08074,14.91307,-75.35954,40.14275,54.91421,-11.54383
8,38,6,27.33534,35.64613,(2.7, -31.6),-3.720055,5.487564,-24.57978,8.116167,12.61538,-4.680338,10.1,26,18,27.19169,20.35005,(33.3, 103.9),-63.97358,14.91307,-75.35954,40.14275,54.91421,-11.54383
10,37,8,24.82314,40.62056,(2.7, -31.4),-0.4000359,2.044925,-22.04495,15.27388,11.28137,-5.352165,5.1,27,18,26.98787,21.98066,(33.3, 103.7),-66.86641,14.91307,-75.35954,40.14275,54.91421,-11.54383
10,35,6,27.92979,33.38525,(2.7, -39.0),-3.222595,5.487564,-22.04495,14.55297,8.530762,6.711513,5.1,27,18,26.98787,21.98066,(33.3, 103.7),-66.86641,14.91307,-77.13692,42.9492,54.91421,-11.22695
8,37,8,24.82314,40.62056,(1.0, -31.2),-1.33701,2.044925,-20.66989,15.09677,14.41466,-5.015787,5.2,27,18,26.98787,21.98066,(33.3, 103.7),-66.86641,14.91307,-78.91429,45.75565,54.91421,-10.91008
8,38,8,24.82314,40.62056,(1.0, -31.2),-1.33701,2.044925,-20.66989,15.09677,14.41466,-5.015787,10.1,28,18,26.78404,23.61126,(33.3, 103.5),-69.75925,14.91307,-78.91429,45.75565,54.91421,-10.91008
8,37,8,24.59388,42.45459,(2.7, -36.1),3.973821,-5.134679,-22.04495,15.27388,14.1218,-0.08991265,10,27,18,26.98787,21.98066,(33.3, 107.2),-63.42627,11.48816,-80.69167,48.5621,54.91421,-10.5932
10,37,8,23.72246,40.61388,(1.0, -33.7),-1.911281,2.044925,-20.66989,17.37677,13.08064,-4.223287,10.1,27,18,26.98787,21.98066,(33.3, 109.1),-63.42627,11.48816,-80.69167,47.07143,53.56997,-12.81453
10,37,8,20.46237,44.2454,(2.7, -34.8),5.340383,-2.129038,-19.51012,21.24083,11.36757,0.2464657,10,27,18,26.98787,21.98066,(34.5, 110.0),-67.43569,13.98307,-83.52539,50.11135,58.17661,-8.837912
10,37,8,26.47427,42.94934,(1.0, -37.5),5.038001,-5.200431,-23.20472,12.13073,17.25509,-0.08991265,10.1,27,18,26.98787,21.98066,(35.6, 112.9),-69.53505,13.98307,-86.35912,50.81222,61.439,-8.837912
10,38,5,24.82314,40.62056,(2.8, -35.9),-6.993687,1.722851,-21.92905,10.4262,17.54795,-1.76463,10,27,18,26.70015,24.28239,(34.5, 113.5),-66.26017,10.55816,-83.52539,50.11135,58.17661,-8.837912
8,37,8,23.43558,45.65717,(-0.7, -37.5),5.045046,-5.200431,-24.36448,9.708484,20.38838,-0.08991265,10,27,18,26.70015,24.28239,(37.1, 110.0),-71.50091,16.47798,-84.50251,50.95974,61.56642,-7.082621
12,37,6,23.412,45.84579,(-0.7, -37.5),5.045046,-3.448805,-27.61653,8.385657,20.38838,-2.118566,5.1,27,18,26.70015,24.28239,(37.1, 110.0),-71.50091,16.47798,-86.27988,53.76619,61.56642,-6.765747
8,38,8,23.2718,43.3716,(1.0, -38.4),3.133789,-8.179447,-20.76928,17.37677,17.34129,0.2464657,10,27,18,26.41244,26.58412,(37.1, 116.9),-64.97519,7.133241,-84.50251,50.11135,61.56642,-8.837912
6,37,6,22.20455,45.84579,(-0.7, -37.5),6.426126,-3.448805,-27.61653,9.474895,19.05437,-3.420568,10.2,27,18,26.41244,26.58412,(38.3, 119.8),-67.07455,7.133241,-87.33624,50.81222,64.82881,-8.837912
8,37,6,22.20455,45.84579,(-0.7, -37.5),7.807205,-3.448805,-27.61653,8.284137,19.05437,-4.72257,10.1,27,18,26.41244,26.58412,(38.3, 121.7),-67.07455,7.133241,-87.33624,49.32155,63.48458,-11.05924
10,37,6,22.20455,45.84579,(-2.4, -37.5),4.991691,-3.448805,-28.7763,5.140985,22.18766,-4.72257,10,27,18,26.41244,26.58412,(38.3, 119.8),-68.9846,9.628153,-89.11361,54.46705,64.82881,-6.765747
10,38,4,22.18097,46.03441,(-0.7, -37.5),7.807205,-1.697178,-30.86857,6.961311,19.05437,-6.751224,5.1,27,18,26.41244,26.58412,(39.4, 122.7),-71.08396,9.628153,-91.94733,55.16792,68.09121,-6.765747
8,38,4,22.18097,46.03441,(-2.4, -37.5),4.991691,-1.697178,-32.02834,3.818159,22.18766,-6.751224,15.1,27,18,26.41244,26.58412,(39.4, 124.6),-71.08396,9.628153,-91.94733,53.67725,66.74697,-8.98708
6,39,6,29.35026,50.87502,(-2.4, -39.9),-6.382771,-5.147182,-22.98943,11.20165,23.62684,3.497622,10,27,19,24.3798,25.88024,(39.4, 122.7),-69.91989,9.628153,-95.72028,54.47923,68.09121,-6.448873
10,39,5,28.14281,50.87502,(-2.4, -40.0),-6.81909,-5.173806,-23.08881,10.28396,22.18766,0.2464657,10.1,28,18,26.20861,28.21473,(39.4, 124.4),-75.88686,12.12306,-91.94733,54.52564,66.74697,-7.231789
10,39,7,29.23563,50.28589,(-2.4, -40.9),-3.048234,-4.987993,-22.98943,11.20165,25.04705,3.497622,10,27,19,24.3798,25.88024,(40.6, 125.6),-73.92931,12.12306,-98.554,56.02848,71.35361,-4.693582
12,39,6,28.14281,49.36888,(-2.4, -42.6),-6.81909,-2.008976,-23.08881,10.28396,22.18766,3.497622,5.1,27,19,24.3798,25.88024,(40.6, 125.6),-73.92931,12.12306,-100.3314,58.83493,71.35361,-4.376708
12,40,5,28.14281,50.87502,(-4.0, -39.8),-7.756063,-5.173806,-21.71375,10.10685,25.32095,0.582844,5.1,27,19,24.03437,28.64365,(40.6, 125.6),-73.92931,11.848,-96.83585,58.83493,72.2308,-4.729717
8,41,5,25.10412,53.58286,(-4.0, -40.0),-6.812045,-5.173806,-24.24858,7.861714,25.32095,0.2464657,5.1,27,19,24.3798,25.88024,(41.8, 131.9),-72.58852,8.698151,-103.1651,59.5358,74.616,-4.376708
8,40,5,28.24959,50.86835,(-4.0, -39.5),-6.451795,-5.173806,-19.17892,13.0729,25.32095,-1.539434,10,27,19,24.03437,28.64365,(41.8, 128.4),-77.93872,14.34291,-99.66958,60.38418,75.49319,-2.974427
10,41,5,27.43373,51.04062,(1.1, -42.9),-1.169694,-2.145237,-20.4546,12.64028,27.79766,3.834001,10,27,19,24.03437,28.64365,(41.8, 128.4),-77.93872,14.34291,-101.447,63.19063,75.49319,-2.657552
10,41,5,27.43373,51.04062,(1.1, -42.9),0.2113858,-2.145237,-20.4546,11.44952,27.79766,2.531999,10.1,28,19,23.83054,30.27425,(41.8, 128.2),-80.83156,14.34291,-101.447,63.19063,75.49319,-2.657552
12,43,5,27.43373,51.04062,(1.1, -42.9),-1.169694,-2.145237,-20.4546,12.64028,27.79766,3.834001,10.1,28,19,23.83054,30.27425,(42.9, 131.1),-82.93092,14.34291,-104.2807,63.8915,78.75559,-2.657552
12,44,5,27.43373,51.04062,(1.1, -42.9),-1.169694,-2.145237,-20.4546,12.64028,27.79766,3.834001,5.2,28,19,23.54283,32.57598,(42.9, 131.1),-85.19553,14.34291,-104.2807,63.8915,78.75559,-2.657552
8,43,8,26.81256,54.46618,(1.1, -40.2),-0.2256749,-2.423047,-21.0667,10.39514,27.79766,1.187415,15.1,29,19,23.339,34.20659,(42.9, 130.9),-88.08837,14.34291,-104.2807,63.8915,78.75559,-2.657552
8,42,5,24.39504,53.74846,(1.1, -48.5),-1.697164,-3.72031,-20.4546,13.93095,27.79766,10.33631,5.1,28,19,23.54283,32.57598,(42.9, 136.5),-81.75539,10.91799,-104.2807,62.40083,77.41135,-4.878885
12,44,5,26.33305,51.03395,(1.1, -42.9),-4.585128,-2.145237,-20.55399,14.92027,26.46365,1.375344,5.1,29,19,23.339,34.20659,(42.9, 136.3),-84.64823,10.91799,-104.2807,62.40083,77.41135,-4.878885
10,43,5,26.33305,51.03395,(1.1, -45.2),-2.706588,-2.145237,-18.01916,17.88632,26.46365,4.962879,10,28,19,23.54283,32.57598,(44.1, 139.3),-85.76481,13.4129,-107.1144,63.95008,80.67375,-3.123595
12,44,6,26.33305,49.52781,(1.1, -45.5),-4.585128,1.019593,-20.55399,14.92027,26.46365,4.626501,10,30,19,23.13518,35.83719,(45.6, 136.1),-87.43161,10.91799,-105.2578,62.40083,80.80116,-4.878885
12,43,5,26.43983,51.02728,(1.1, -45.0),-1.402318,-2.145237,-15.48433,20.85237,26.46365,2.840601,5.2,30,19,22.78975,38.6006,(45.6, 136.1),-87.43161,10.64293,-101.7623,62.40083,81.67835,-5.231894
